,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Season,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,All-Star,MVP-Votes
123,124,Joel Embiid,C,22,PHI,31,31,25.4,6.5,13.8,0.466,1.2,3.2,0.36700000000000005,5.3,10.7,0.495,0.508,6.2,7.9,0.7829999999999999,2.0,5.9,7.8,2.1,0.9,2.5,3.8,3.6,20.2,2016 - 2017,24.1,0.584,0.228,0.569,8.5,25.6,17.0,16.0,1.7,7.7,17.9,36.0,0.5,1.5,1.9,0.11699999999999999,0.0,3.2,3.1,1.0,0,0
124,125,James Ennis,SF,26,MEM,64,28,23.5,2.3,5.0,0.455,0.8,2.1,0.37200000000000005,1.5,2.9,0.516,0.534,1.3,1.7,0.782,1.1,3.0,4.0,1.0,0.7,0.3,0.9,2.6,6.7,2016 - 2017,10.6,0.581,0.42700000000000005,0.34299999999999997,5.1,14.9,9.9,6.5,1.6,1.2,13.8,13.0,1.4,1.7,3.1,0.10099999999999999,-1.0,1.0,0.0,0.8,0,0
125,126,Tyler Ennis,PG,22,TOT,53,2,11.1,1.7,3.9,0.433,0.5,1.3,0.386,1.2,2.6,0.457,0.498,0.4,0.5,0.84,0.2,0.7,0.8,1.6,0.5,0.0,0.8,1.1,4.3,2016 - 2017,10.9,0.521,0.337,0.12,1.6,6.8,4.2,21.7,2.1,0.3,17.0,19.1,0.1,0.3,0.4,0.031,-2.2,-2.8,-4.9,-0.4,0,0
126,127,Tyreke Evans,SF,27,TOT,40,6,19.7,3.8,9.3,0.405,1.1,3.0,0.35600000000000004,2.7,6.3,0.429,0.462,1.7,2.3,0.75,0.3,3.1,3.4,3.1,0.9,0.2,1.5,1.5,10.3,2016 - 2017,15.5,0.501,0.319,0.249,1.8,17.2,9.5,25.9,2.2,1.0,12.9,26.7,-0.2,0.9,0.7,0.045,-0.7,-0.1,-0.9,0.2,0,0
127,128,Dante Exum,PG,21,UTA,66,26,18.6,2.3,5.5,0.42700000000000005,0.7,2.3,0.295,1.7,3.2,0.519,0.488,0.9,1.1,0.795,0.5,1.5,2.0,1.7,0.3,0.2,1.2,2.2,6.2,2016 - 2017,8.5,0.521,0.41,0.201,2.9,9.3,6.2,14.1,0.9,0.8,16.8,18.1,-0.1,1.3,1.2,0.046,-2.0,-0.5,-2.5,-0.1,0,0
128,129,Kenneth Faried,PF,27,DEN,61,34,21.2,3.7,6.8,0.5479999999999999,0.0,0.1,0.0,3.7,6.7,0.556,0.5479999999999999,2.1,3.1,0.693,3.0,4.6,7.6,0.9,0.7,0.7,1.0,2.0,9.6,2016 - 2017,20.3,0.588,0.013999999999999999,0.45399999999999996,15.8,23.6,19.7,6.3,1.6,2.4,10.6,18.3,3.3,1.2,4.5,0.168,0.9,-0.1,0.8,0.9,0,0
129,130,Jordan Farmar,PG,30,SAC,2,0,17.5,2.0,6.0,0.33299999999999996,2.0,4.5,0.444,0.0,1.5,0.0,0.5,0.0,0.0,,0.5,1.0,1.5,4.5,1.0,0.0,1.5,0.5,6.0,2016 - 2017,14.4,0.5,0.75,0.0,3.3,6.5,5.0,38.6,2.9,0.0,20.0,19.4,0.0,0.0,0.0,0.063,0.7,-3.7,-3.0,0.0,0,0
130,131,Derrick Favors,PF,25,UTA,50,39,23.7,4.1,8.3,0.48700000000000004,0.1,0.2,0.3,4.0,8.1,0.491,0.49,1.3,2.2,0.615,1.8,4.3,6.1,1.1,0.9,0.8,1.2,2.1,9.5,2016 - 2017,15.8,0.512,0.024,0.261,9.2,20.2,14.9,7.9,2.0,2.7,11.4,20.7,0.5,2.2,2.7,0.109,-2.4,2.3,-0.1,0.6,0,0
131,132,Kay Felder,PG,21,CLE,42,0,9.2,1.5,3.8,0.392,0.2,0.5,0.318,1.3,3.2,0.40399999999999997,0.415,0.8,1.2,0.7140000000000001,0.1,0.9,1.0,1.4,0.4,0.2,0.7,0.9,4.0,2016 - 2017,11.4,0.462,0.139,0.31,0.9,10.5,5.9,22.7,2.3,1.5,14.3,24.2,-0.3,0.4,0.1,0.008,-4.8,-1.2,-6.0,-0.4,0,0
132,133,Cristiano Felício,C,24,CHI,66,0,15.8,1.9,3.3,0.579,0.0,0.0,,1.9,3.3,0.579,0.579,0.9,1.4,0.645,1.9,2.8,4.7,0.6,0.4,0.3,0.5,1.7,4.8,2016 - 2017,15.3,0.603,0.0,0.42100000000000004,12.8,19.5,16.1,5.7,1.2,1.3,11.2,12.4,2.1,1.3,3.4,0.158,-0.6,0.6,0.0,0.5,0,0
133,134,Raymond Felton,PG,32,LAC,80,11,21.3,2.8,6.4,0.43,0.6,1.8,0.319,2.2,4.6,0.473,0.475,0.6,0.8,0.7809999999999999,0.4,2.3,2.7,2.4,0.8,0.3,1.0,1.6,6.7,2016 - 2017,10.9,0.496,0.28,0.125,2.2,11.9,7.2,16.3,1.9,1.1,13.3,16.5,0.2,1.8,1.9,0.055,-1.8,0.8,-1.0,0.4,0,0
134,135,Yogi Ferrell,PG,23,TOT,46,29,26.0,3.5,8.6,0.406,1.5,3.8,0.386,2.0,4.7,0.42200000000000004,0.49200000000000005,1.6,1.9,0.831,0.4,2.0,2.4,3.7,0.9,0.2,1.5,2.0,10.0,2016 - 2017,13.1,0.5329999999999999,0.447,0.226,1.8,9.2,5.3,23.2,1.8,0.7,13.9,19.6,0.8,1.0,1.8,0.07200000000000001,-0.1,-0.6,-0.7,0.4,0,0
135,136,Dorian Finney-Smith,PF,23,DAL,81,35,20.3,1.5,4.1,0.37200000000000005,0.7,2.4,0.293,0.8,1.8,0.479,0.456,0.6,0.8,0.754,0.7,2.1,2.7,0.8,0.6,0.3,0.6,1.5,4.3,2016 - 2017,7.7,0.486,0.574,0.183,3.7,12.4,7.9,6.0,1.6,1.4,11.1,11.6,-0.1,1.5,1.4,0.040999999999999995,-2.8,1.3,-1.4,0.2,0,0
136,137,Bryn Forbes,SG,23,SAS,36,0,7.9,1.0,2.8,0.364,0.5,1.5,0.321,0.5,1.3,0.413,0.449,0.1,0.2,0.833,0.1,0.6,0.6,0.6,0.0,0.0,0.3,0.6,2.6,2016 - 2017,5.9,0.462,0.535,0.061,0.8,8.2,4.6,11.7,0.2,0.0,9.8,17.9,-0.2,0.2,0.1,0.013999999999999999,-3.2,-2.8,-6.0,-0.3,0,0
137,138,Evan Fournier,SG,24,ORL,68,66,32.9,6.0,13.7,0.439,1.9,5.3,0.35600000000000004,4.1,8.4,0.491,0.508,3.3,4.1,0.805,0.6,2.4,3.1,3.0,1.0,0.1,2.1,2.6,17.2,2016 - 2017,13.9,0.555,0.387,0.298,2.1,8.3,5.1,14.8,1.5,0.1,11.8,23.5,1.7,1.1,2.8,0.059000000000000004,0.8,-2.2,-1.3,0.4,0,0
138,139,Randy Foye,SG,33,BRK,69,40,18.6,1.7,4.7,0.363,1.0,2.9,0.33,0.7,1.8,0.418,0.466,0.8,0.9,0.857,0.1,2.1,2.2,2.0,0.5,0.1,1.2,1.4,5.2,2016 - 2017,7.3,0.506,0.625,0.19399999999999998,0.8,11.9,6.4,15.2,1.3,0.5,18.5,14.4,-0.6,0.7,0.2,0.006,-3.0,-1.0,-3.9,-0.6,0,0
139,140,Tim Frazier,PG,26,NOP,65,35,23.5,2.5,6.2,0.40299999999999997,0.6,2.0,0.313,1.9,4.2,0.446,0.45299999999999996,1.5,2.0,0.76,0.5,2.1,2.7,5.2,0.9,0.1,1.6,2.0,7.1,2016 - 2017,12.4,0.504,0.317,0.319,2.3,9.7,6.0,31.4,1.8,0.3,18.0,16.3,1.0,1.4,2.4,0.075,-1.5,-0.7,-2.2,-0.1,0,0
140,141,Channing Frye,C,33,CLE,74,15,18.9,3.2,7.0,0.45799999999999996,1.9,4.5,0.409,1.4,2.5,0.546,0.589,0.9,1.0,0.851,0.5,3.4,3.9,0.6,0.4,0.5,0.7,1.9,9.1,2016 - 2017,15.6,0.612,0.644,0.142,3.0,19.3,11.4,4.9,1.2,2.1,8.8,19.3,2.3,1.4,3.7,0.125,0.8,-1.5,-0.6,0.5,0,0
141,142,Danilo Gallinari,SF,28,DEN,63,63,33.9,5.3,11.9,0.447,2.0,5.1,0.389,3.3,6.8,0.491,0.531,5.5,6.1,0.902,0.6,4.5,5.2,2.1,0.6,0.2,1.3,1.5,18.2,2016 - 2017,17.4,0.622,0.43200000000000005,0.516,2.0,14.7,8.4,9.1,0.9,0.5,8.2,20.0,6.2,0.7,6.8,0.154,2.9,-2.1,0.8,1.5,0,0
142,143,Langston Galloway,PG,25,TOT,74,2,20.2,2.8,7.4,0.38,1.6,4.2,0.39,1.2,3.2,0.36700000000000005,0.49,0.7,0.9,0.797,0.4,1.7,2.1,1.3,0.6,0.1,0.6,1.3,7.9,2016 - 2017,10.4,0.51,0.565,0.11699999999999999,2.0,9.3,5.6,9.4,1.5,0.3,7.4,18.4,0.2,1.1,1.3,0.04,-0.9,-1.7,-2.6,-0.2,0,0
143,144,Patricio Garino,SG,23,ORL,5,0,8.6,0.0,1.4,0.0,0.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,,0.2,1.2,1.4,0.0,0.0,0.0,0.6,0.8,0.0,2016 - 2017,-9.2,0.0,0.7140000000000001,0.0,2.5,15.6,8.9,0.0,0.0,0.0,30.0,10.2,-0.2,0.0,-0.2,-0.25,-14.1,-3.3,-17.3,-0.2,0,0
144,145,Marc Gasol,C,32,MEM,74,74,34.2,7.2,15.7,0.45899999999999996,1.4,3.6,0.38799999999999996,5.8,12.1,0.48,0.503,3.8,4.5,0.8370000000000001,0.8,5.5,6.3,4.6,0.9,1.3,2.2,2.3,19.5,2016 - 2017,20.3,0.5539999999999999,0.231,0.28600000000000003,2.6,18.8,10.5,24.8,1.4,3.7,11.3,26.4,4.2,3.5,7.7,0.145,2.1,2.2,4.2,4.0,1,0
145,146,Pau Gasol,C,36,SAS,64,39,25.4,4.7,9.4,0.502,0.9,1.6,0.5379999999999999,3.9,7.8,0.494,0.5479999999999999,2.0,2.9,0.7070000000000001,1.7,6.2,7.8,2.3,0.4,1.1,1.3,1.7,12.4,2016 - 2017,20.2,0.578,0.172,0.305,7.6,26.8,17.4,14.7,0.8,3.5,10.6,21.3,3.3,3.1,6.4,0.19,0.9,2.8,3.7,2.4,0,0
146,147,Rudy Gay,SF,30,SAC,30,30,33.8,6.7,14.7,0.455,1.4,3.8,0.37200000000000005,5.3,11.0,0.483,0.502,3.9,4.6,0.855,1.2,5.2,6.3,2.8,1.5,0.9,2.5,2.6,18.7,2016 - 2017,17.9,0.5589999999999999,0.256,0.312,4.0,17.5,10.8,14.1,2.2,2.3,12.8,25.8,0.8,1.0,1.8,0.087,0.3,0.4,0.7,0.7,0,0
147,148,Michael Gbinije,SG,24,DET,9,0,3.6,0.1,1.1,0.1,0.0,0.4,0.0,0.1,0.7,0.16699999999999998,0.1,0.2,0.2,1.0,0.2,0.1,0.3,0.2,0.0,0.0,0.0,0.2,0.4,2016 - 2017,-2.1,0.184,0.4,0.2,6.6,3.5,5.1,7.9,0.0,0.0,0.0,15.0,-0.1,0.0,-0.1,-0.136,-7.7,-2.8,-10.5,-0.1,0,0
148,149,Alonzo Gee,SF,29,DEN,13,0,6.8,0.2,1.1,0.214,0.0,0.2,0.0,0.2,0.8,0.273,0.214,0.4,0.7,0.556,0.3,0.8,1.2,0.5,0.4,0.1,0.3,1.1,0.8,2016 - 2017,3.1,0.306,0.214,0.643,5.0,13.5,9.3,8.2,2.7,0.9,18.2,10.5,-0.1,0.1,-0.1,-0.032,-5.6,1.0,-4.6,-0.1,0,0
149,150,Paul George,SF,26,IND,75,75,35.9,8.3,18.0,0.461,2.6,6.6,0.39299999999999996,5.7,11.4,0.501,0.534,4.5,5.0,0.898,0.8,5.8,6.6,3.3,1.6,0.4,2.9,2.7,23.7,2016 - 2017,20.2,0.5870000000000001,0.368,0.27699999999999997,2.5,17.9,10.3,16.1,2.2,0.9,12.7,28.9,3.9,3.1,7.1,0.126,3.1,-0.3,2.8,3.2,1,0
150,151,Marcus Georges-Hunt,SG,22,ORL,5,0,9.6,0.4,1.4,0.28600000000000003,0.2,0.4,0.5,0.2,1.0,0.2,0.35700000000000004,1.8,2.0,0.9,0.2,1.6,1.8,0.6,0.2,0.0,0.4,1.0,2.8,2016 - 2017,10.2,0.614,0.28600000000000003,1.429,2.2,18.7,10.2,8.3,1.0,0.0,14.9,12.3,0.1,0.0,0.1,0.107,-3.4,-1.3,-4.7,0.0,0,0
151,152,Jonathan Gibson,PG,29,DAL,17,0,13.6,2.1,5.6,0.368,0.9,2.6,0.33299999999999996,1.2,2.9,0.4,0.447,1.2,1.7,0.7240000000000001,0.1,1.2,1.3,1.5,0.5,0.0,1.2,1.2,6.2,2016 - 2017,9.5,0.49200000000000005,0.474,0.305,0.5,11.1,5.5,18.8,1.8,0.0,16.3,26.3,-0.3,0.2,-0.1,-0.03,-3.3,-2.2,-5.5,-0.2,0,0
152,153,Taj Gibson,PF,31,TOT,78,71,25.5,4.7,9.1,0.515,0.0,0.2,0.231,4.6,8.9,0.52,0.517,1.4,2.0,0.715,2.0,4.2,6.2,0.9,0.5,0.8,1.3,2.1,10.8,2016 - 2017,15.0,0.5429999999999999,0.018000000000000002,0.223,8.6,17.9,13.2,5.9,1.0,2.6,11.9,19.3,1.6,2.5,4.0,0.09699999999999999,-2.4,0.3,-2.1,-0.1,0,0
153,154,Manu Ginóbili,SG,39,SAS,69,0,18.7,2.5,6.4,0.39,1.3,3.3,0.392,1.2,3.1,0.387,0.491,1.2,1.6,0.804,0.4,1.9,2.3,2.7,1.2,0.2,1.4,1.7,7.5,2016 - 2017,13.9,0.532,0.517,0.244,2.5,11.1,6.9,20.8,3.2,1.0,16.5,20.4,0.6,2.4,3.0,0.11,0.5,1.4,1.9,1.3,0,0
154,155,Rudy Gobert,C,24,UTA,81,81,33.9,5.1,7.7,0.6609999999999999,0.0,0.0,0.0,5.1,7.7,0.662,0.6609999999999999,3.8,5.9,0.653,3.9,8.9,12.8,1.2,0.6,2.6,1.8,3.0,14.0,2016 - 2017,23.3,0.6809999999999999,0.002,0.762,13.6,29.5,21.8,5.7,0.9,6.4,15.0,16.7,8.3,6.0,14.3,0.25,1.4,4.5,5.8,5.4,0,0
155,156,Archie Goodwin,SG,22,TOT,15,0,14.3,2.4,4.4,0.545,0.3,1.0,0.33299999999999996,2.1,3.4,0.608,0.583,2.2,2.8,0.7859999999999999,0.5,1.4,1.9,1.6,0.3,0.3,0.9,0.5,7.3,2016 - 2017,18.7,0.6509999999999999,0.22699999999999998,0.636,3.5,10.3,6.9,18.5,0.9,1.8,14.2,19.8,0.6,0.1,0.7,0.153,0.6,-1.7,-1.1,0.0,0,0
156,157,Aaron Gordon,SF,21,ORL,80,72,28.7,4.9,10.8,0.45399999999999996,1.0,3.3,0.28800000000000003,4.0,7.5,0.528,0.499,2.0,2.7,0.7190000000000001,1.5,3.6,5.1,1.9,0.8,0.5,1.1,2.2,12.7,2016 - 2017,14.5,0.53,0.309,0.251,5.3,14.1,9.6,10.5,1.4,1.4,8.5,20.1,2.0,1.7,3.7,0.077,-0.2,-0.4,-0.7,0.8,0,0
157,158,Eric Gordon,SG,28,HOU,75,15,31.0,5.5,13.5,0.406,3.3,8.8,0.37200000000000005,2.2,4.7,0.46799999999999997,0.527,2.0,2.3,0.84,0.4,2.3,2.7,2.5,0.6,0.5,1.6,2.0,16.2,2016 - 2017,13.2,0.557,0.6509999999999999,0.172,1.4,8.1,4.7,12.3,1.0,1.4,10.0,22.1,2.5,1.4,3.8,0.079,1.0,-2.4,-1.4,0.4,0,0
158,159,Marcin Gortat,C,32,WAS,82,82,31.2,4.8,8.2,0.579,0.0,0.0,0.0,4.8,8.2,0.58,0.579,1.3,1.9,0.648,2.9,7.5,10.4,1.5,0.5,0.7,1.5,2.6,10.8,2016 - 2017,15.4,0.593,0.003,0.23600000000000002,10.6,26.8,18.7,6.8,0.8,2.0,13.8,14.7,3.9,2.9,6.8,0.127,-0.9,1.2,0.3,1.5,0,0
159,160,Treveon Graham,SG,23,CHO,27,1,7.0,0.7,1.5,0.475,0.3,0.6,0.6,0.4,0.9,0.4,0.588,0.4,0.6,0.667,0.2,0.6,0.8,0.2,0.2,0.0,0.1,0.7,2.1,2016 - 2017,10.6,0.612,0.375,0.375,2.9,10.0,6.4,4.7,1.6,0.5,6.0,11.8,0.3,0.2,0.4,0.10800000000000001,-1.5,-1.3,-2.8,0.0,0,0
160,161,Jerami Grant,PF,22,TOT,80,4,19.1,1.9,4.1,0.46299999999999997,0.5,1.5,0.371,1.4,2.7,0.514,0.529,1.1,1.8,0.612,0.5,2.1,2.6,0.6,0.4,1.0,0.6,1.9,5.5,2016 - 2017,10.1,0.556,0.354,0.44799999999999995,2.7,12.1,7.4,4.2,1.1,4.1,10.1,12.1,1.1,1.8,2.9,0.091,-3.0,0.9,-2.1,0.0,0,0
161,162,Jerian Grant,PG,24,CHI,63,28,16.3,2.0,4.8,0.425,0.8,2.1,0.366,1.3,2.7,0.473,0.507,1.0,1.2,0.89,0.3,1.5,1.8,1.9,0.7,0.1,0.7,1.5,5.9,2016 - 2017,13.2,0.555,0.445,0.243,1.8,9.9,5.8,17.4,2.3,0.6,11.7,16.0,1.4,1.2,2.5,0.11900000000000001,0.0,-0.3,-0.3,0.4,0,0
162,163,Danny Green,SG,29,SAS,68,68,26.6,2.6,6.6,0.392,1.7,4.6,0.379,0.9,2.0,0.42,0.523,0.4,0.5,0.8440000000000001,0.5,2.8,3.3,1.8,1.0,0.8,1.1,1.8,7.3,2016 - 2017,10.1,0.537,0.693,0.071,2.0,11.8,7.0,9.6,2.0,2.6,14.1,13.5,0.4,3.0,3.4,0.09,-0.3,2.7,2.4,2.0,0,0
163,164,Draymond Green,PF,26,GSW,76,76,32.5,3.6,8.6,0.418,1.1,3.5,0.308,2.5,5.1,0.494,0.48100000000000004,2.0,2.8,0.7090000000000001,1.3,6.6,7.9,7.0,2.0,1.4,2.4,2.9,10.2,2016 - 2017,16.5,0.522,0.405,0.32799999999999996,4.7,20.9,13.3,27.6,3.0,3.4,19.8,16.2,2.8,5.4,8.2,0.16,0.5,5.0,5.4,4.6,1,0
164,165,Gerald Green,SF,31,BOS,47,0,11.4,2.0,4.9,0.409,0.8,2.4,0.35100000000000003,1.2,2.6,0.46299999999999997,0.494,0.7,0.9,0.805,0.3,1.4,1.8,0.7,0.2,0.1,0.5,1.0,5.6,2016 - 2017,11.9,0.524,0.478,0.177,3.3,13.9,8.7,9.8,0.8,1.1,9.1,22.7,0.1,0.4,0.6,0.05,-2.0,-2.8,-4.7,-0.4,0,0
165,166,JaMychal Green,PF,26,MEM,77,75,27.3,3.2,6.5,0.5,0.7,1.9,0.379,2.5,4.6,0.5489999999999999,0.555,1.7,2.2,0.802,2.2,4.9,7.1,1.1,0.6,0.4,1.2,3.2,8.9,2016 - 2017,13.5,0.601,0.29,0.33399999999999996,8.8,21.1,14.8,6.3,1.2,1.5,14.1,14.4,3.2,2.6,5.8,0.132,-0.4,1.1,0.7,1.4,0,0
166,167,Jeff Green,PF,30,ORL,69,11,22.2,3.2,8.1,0.39399999999999996,0.8,2.8,0.275,2.4,5.3,0.45799999999999996,0.442,2.1,2.4,0.863,0.6,2.5,3.1,1.2,0.5,0.2,1.1,1.5,9.2,2016 - 2017,10.5,0.505,0.34600000000000003,0.301,2.7,12.8,7.6,8.1,1.2,0.7,10.6,20.3,-0.2,0.9,0.7,0.022000000000000002,-2.8,-1.8,-4.6,-1.0,0,0
167,168,Blake Griffin,PF,27,LAC,61,61,34.0,7.9,15.9,0.493,0.6,1.9,0.336,7.2,14.1,0.514,0.513,5.2,6.9,0.76,1.8,6.3,8.1,4.9,0.9,0.4,2.3,2.6,21.6,2016 - 2017,22.6,0.569,0.11599999999999999,0.434,6.2,20.2,13.4,24.5,1.4,0.9,10.9,28.0,5.4,2.4,7.7,0.179,3.2,1.3,4.4,3.4,0,0
168,169,Justin Hamilton,C,26,BRK,64,7,18.4,2.7,5.9,0.45899999999999996,0.9,2.8,0.306,1.9,3.1,0.598,0.532,0.6,0.8,0.75,1.1,3.0,4.1,0.9,0.5,0.7,0.7,1.4,6.9,2016 - 2017,13.6,0.55,0.475,0.13699999999999998,6.5,17.0,11.8,7.3,1.2,2.8,9.7,16.2,1.0,1.0,2.1,0.084,-0.9,0.2,-0.8,0.4,0,0
169,170,A.J. Hammons,C,24,DAL,22,0,7.4,0.8,1.9,0.405,0.2,0.5,0.5,0.5,1.5,0.375,0.46399999999999997,0.4,0.9,0.45,0.4,1.3,1.6,0.2,0.0,0.6,0.5,1.0,2.2,2016 - 2017,8.4,0.47200000000000003,0.23800000000000002,0.47600000000000003,5.4,21.0,12.8,3.8,0.3,7.2,16.4,17.6,-0.2,0.2,0.0,-0.001,-7.5,2.0,-5.6,-0.1,0,0
170,171,Tim Hardaway,SG,24,ATL,79,30,27.3,5.3,11.5,0.455,1.9,5.3,0.35700000000000004,3.4,6.3,0.537,0.537,2.1,2.7,0.7659999999999999,0.4,2.4,2.8,2.3,0.7,0.2,1.3,1.3,14.5,2016 - 2017,15.2,0.568,0.457,0.235,1.8,9.5,5.7,14.3,1.3,0.6,9.5,22.5,2.7,2.1,4.8,0.107,1.3,-1.5,-0.3,0.9,0,0
171,172,James Harden,PG,27,HOU,81,81,36.4,8.3,18.9,0.44,3.2,9.3,0.34700000000000003,5.1,9.6,0.53,0.525,9.2,10.9,0.847,1.2,7.0,8.1,11.2,1.5,0.5,5.7,2.7,29.1,2016 - 2017,27.4,0.613,0.493,0.575,3.5,20.9,12.2,50.7,2.0,1.0,19.5,34.2,11.5,3.6,15.0,0.245,8.7,1.5,10.1,9.0,1,22
172,173,Maurice Harkless,SF,23,POR,77,69,28.9,4.1,8.1,0.503,0.9,2.5,0.35100000000000003,3.2,5.6,0.5720000000000001,0.5579999999999999,1.0,1.6,0.621,1.6,2.8,4.4,1.1,1.1,0.9,1.1,2.8,10.0,2016 - 2017,13.1,0.57,0.311,0.19899999999999998,6.2,10.8,8.5,5.9,1.9,2.5,11.2,15.2,2.3,1.9,4.2,0.091,0.0,0.7,0.7,1.5,0,0
173,174,Justin Harper,PF,27,PHI,3,0,10.3,1.7,4.0,0.41700000000000004,0.7,2.3,0.28600000000000003,1.0,1.7,0.6,0.5,0.0,0.0,,0.7,1.0,1.7,0.7,0.0,0.0,1.3,0.7,4.0,2016 - 2017,4.9,0.5,0.583,0.0,7.1,10.7,8.9,10.5,0.0,0.0,25.0,22.4,-0.1,0.0,-0.1,-0.10300000000000001,-5.1,-3.8,-8.9,-0.1,0,0
174,175,Montrezl Harrell,C,23,HOU,58,14,18.3,3.9,5.9,0.652,0.0,0.1,0.14300000000000002,3.9,5.8,0.6629999999999999,0.654,1.3,2.1,0.628,1.4,2.4,3.8,1.1,0.3,0.7,0.8,2.2,9.1,2016 - 2017,19.2,0.662,0.02,0.35100000000000003,8.3,14.2,11.2,9.6,0.9,3.2,9.9,17.6,3.1,1.0,4.1,0.183,0.8,0.2,0.9,0.8,0,0
175,176,Devin Harris,PG,33,DAL,65,0,16.7,2.1,5.2,0.39899999999999997,0.9,2.7,0.32799999999999996,1.2,2.5,0.47600000000000003,0.484,1.6,2.0,0.8290000000000001,0.2,1.8,2.0,2.1,0.7,0.1,0.9,1.6,6.7,2016 - 2017,13.8,0.5489999999999999,0.519,0.37799999999999995,1.1,13.0,6.8,20.0,2.1,0.6,12.5,19.7,1.1,1.1,2.2,0.096,-0.1,-0.3,-0.4,0.4,0,0
176,177,Gary Harris,SG,22,DEN,57,56,31.3,5.6,11.2,0.502,1.9,4.5,0.42,3.7,6.7,0.5579999999999999,0.586,1.8,2.4,0.7759999999999999,0.8,2.3,3.1,2.9,1.2,0.1,1.3,1.6,14.9,2016 - 2017,16.5,0.611,0.4,0.21,3.0,8.0,5.5,13.6,1.9,0.3,9.8,18.4,3.9,0.7,4.6,0.124,3.1,-1.6,1.5,1.6,0,0
177,178,Joe Harris,SG,25,BRK,52,11,21.9,3.0,7.0,0.425,1.6,4.3,0.385,1.3,2.7,0.489,0.5429999999999999,0.7,0.9,0.7140000000000001,0.3,2.5,2.8,1.0,0.6,0.2,1.1,2.3,8.2,2016 - 2017,9.0,0.5579999999999999,0.61,0.135,1.5,12.0,6.8,7.3,1.2,0.5,12.5,16.5,0.1,0.6,0.8,0.032,-1.4,-1.5,-3.0,-0.3,0,0
178,179,Manny Harris,SG,27,DAL,4,0,6.3,0.8,3.8,0.2,0.0,0.5,0.0,0.8,3.3,0.231,0.2,0.5,1.0,0.5,0.8,1.5,2.3,0.5,0.0,0.0,0.5,0.3,2.0,2016 - 2017,-2.2,0.239,0.133,0.267,13.3,29.3,20.9,12.7,0.0,0.0,10.7,35.4,-0.2,0.0,-0.2,-0.364,-15.1,-3.8,-18.8,-0.1,0,0
179,180,Tobias Harris,PF,24,DET,82,48,31.3,6.2,13.0,0.48100000000000004,1.3,3.8,0.34700000000000003,4.9,9.1,0.537,0.532,2.3,2.8,0.841,0.8,4.3,5.1,1.7,0.7,0.5,1.2,1.6,16.1,2016 - 2017,16.9,0.568,0.295,0.213,2.6,15.6,8.8,8.8,1.2,1.3,7.6,21.7,4.0,2.8,6.8,0.128,1.0,0.1,1.2,2.0,0,0
180,181,Aaron Harrison,SG,22,CHO,5,0,3.4,0.0,0.8,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.2,0.4,0.5,0.0,0.6,0.6,0.6,0.0,0.0,0.0,0.4,0.2,2016 - 2017,-2.2,0.102,0.5,0.5,0.0,19.5,9.7,22.6,0.0,0.0,0.0,12.9,-0.1,0.0,-0.1,-0.146,-9.6,-2.1,-11.6,0.0,0,0
181,182,Andrew Harrison,PG,22,MEM,72,18,20.5,1.6,5.0,0.325,0.6,2.2,0.276,1.0,2.8,0.363,0.385,2.1,2.7,0.763,0.3,1.6,1.9,2.8,0.7,0.3,1.2,2.7,5.9,2016 - 2017,8.7,0.47700000000000004,0.433,0.539,1.7,9.0,5.3,20.0,1.9,1.4,16.0,16.4,0.0,1.5,1.6,0.051,-2.4,0.0,-2.4,-0.2,0,0
182,183,Udonis Haslem,C,36,MIA,16,0,8.1,0.7,1.4,0.478,0.0,0.2,0.0,0.7,1.3,0.55,0.478,0.6,0.9,0.6,0.5,1.8,2.3,0.4,0.4,0.1,0.5,1.4,1.9,2016 - 2017,8.8,0.524,0.13,0.652,6.7,24.1,15.3,6.4,2.3,0.6,21.3,12.8,0.0,0.2,0.2,0.07400000000000001,-4.7,1.5,-3.2,0.0,0,0
183,184,Spencer Hawes,PF,28,TOT,54,1,14.8,2.5,5.1,0.484,0.5,1.5,0.309,2.0,3.6,0.556,0.529,0.8,1.0,0.846,0.7,2.8,3.5,1.5,0.3,0.6,0.9,1.4,6.2,2016 - 2017,15.6,0.562,0.292,0.188,5.3,21.5,13.4,16.5,0.9,3.3,14.0,19.8,0.7,1.0,1.7,0.102,-1.2,0.8,-0.5,0.3,0,0
184,185,Gordon Hayward,SF,26,UTA,73,73,34.5,7.5,15.8,0.47100000000000003,2.0,5.1,0.39799999999999996,5.4,10.7,0.506,0.536,5.0,5.9,0.8440000000000001,0.7,4.7,5.4,3.5,1.0,0.3,1.9,1.6,21.9,2016 - 2017,22.2,0.595,0.324,0.371,2.3,15.4,9.0,18.2,1.5,0.6,9.4,27.6,7.1,3.3,10.4,0.19899999999999998,4.2,0.0,4.2,4.0,1,0
